equipmentName,originalKdmName,itemType,slot,weaponType,tier,rarity,cardId,cardName,cost,type,shortEffect,fullEffect,tags,damage,breakDamage,statusApplied,targetProfile,quirk,sourceEquipmentName,sourceOriginalName,equipmentIndex,mechanicalSignature,previousTargetProfile,universalTargeting,universalTargetingNote,colorAffinity,colorAffinityName,colorAffinitySource,canonicalQuarryId,canonicalQuarryName,weaponStrategyId,weaponStrategyName,weaponRampResource,weaponPayoffPattern,weaponStrategyNote,cardCopyEligible,baseCopiesFromOneItem,maxCopiesFromOneItem,extraCopiesUnlockableFromOneItem,copyTrainingTrackKey,copyProgressTrigger,copy2Unlock,copy3Unlock,copyLimitRule,copyAuditStatus,block,opensWeakPoint,firstCounterFree,mechanicFlags,testBonus,archiveAfterUse,consequenceReduction,salvage,prepared,panicGain,phaseRestriction,partyBlock,panicClear,duplicateCorrectionApplied,reveal,statusReduced,reduction,exhaust,guarded,grantedByEquippedArmourSets,conditionalCost,grantedByArmourSet,setId,setCompletePiecesRequired,grantedByAffinity,affinityThresholdRequired
Calcified Zanbato,CALCIFIED ZANBATO,weapon,weapon,grandWeapon,early,uncommon,calcifiedZanbatoTechnique,Calcified Zanbato — Technique,2,skill,Brace and telegraph; next hit gains Stagger and +2 break damage. Also gain 1 block.,"Brace and telegraph; next hit gains Stagger and +2 break damage. Gain 1 block. After use, Exhaust this equipment until the next monster turn.","['Heavy', 'Brutal', 'Guardbreaker', 'Setup']",,,,,exhaust,Calcified Zanbato,CALCIFIED ZANBATO,51,a62bb1cf4b80,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,False,,,,,,,,,,,,,,,,,,,,,,,
Calcified Zanbato,CALCIFIED ZANBATO,weapon,weapon,grandWeapon,early,uncommon,calcifiedZanbatoPayoff,Calcified Zanbato — Payoff,3,attack,"Deal 11 damage and 4 break damage. If this breaks a weak point, resolve Stagger 1 and the exhaust rider.","Deal 11 damage and 4 break damage. If the weak point breaks, apply Stagger 1 and resolve: After use, Exhaust this equipment until the next monster turn.","['Heavy', 'Brutal', 'Guardbreaker', 'Payoff', 'WeakPoint']",11,4,{'Stagger': 1},Any valid target,exhaust,Calcified Zanbato,CALCIFIED ZANBATO,51,f7cda5d6cb88,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,,Settlement,heavyBreaker,Heavy Breaker,Energy / setup / exposed target,"High base damage, break damage and guard stripping.","Build slowly into huge single hits, guard breaks and expensive attacks.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Cat Eye Circlet,CAT EYE CIRCLET,charm,charm,charm,early,uncommon,catEyeCircletOmen,Cat Eye Circlet — Omen,0,skill,"Peek at the next quarry card or weak-point reward. You may mark it; if you do, gain Panic 1. Cleanse Panic 1.","Peek at the next quarry AI, hit-location or weak-point reward, depending on screen. You may mark it. If marked, gain Panic 1. If you have no Bleed, Poison or Burn, add +1 to all listed values. After resolving, cleanse Panic 1 from yourself.","['Charm', 'Passive', 'Survival']",,,{},,cleanHands+cleansePanic,Cat Eye Circlet,CAT EYE CIRCLET,52,a39066ef3edd,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,1,,,,True,1,,,,,,,,,,,
Cat Eye Circlet,CAT EYE CIRCLET,charm,charm,charm,early,uncommon,catEyeCircletGlimmer,Cat Eye Circlet — Glimmer,0,reaction,"When Bleed or a hunt consequence would affect you, reduce it by 2; exhaust this charm.","When Bleed, Panic, or a hunt consequence would affect this survivor, reduce it by 2; exhaust this charm until the next settlement phase. If you have no Bleed, Poison or Burn, add +1 to all listed values.","['Charm', 'Passive', 'Survival']",,,,,cleanHands,Cat Eye Circlet,CAT EYE CIRCLET,52,8d8eb28261bb,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,purple,Purple,equipment,paleHuntLion,Pale Hunt Lion,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,Bleed,2,True,,,,,,,,
Fang Knife,CAT FANG KNIFE,weapon,weapon,dagger,early,uncommon,fangKnifeOpeningCut,Fang Knife — Opening Cut,0,attack,Deal 3 damage. Apply Bleed 3.,"Deal 3 damage with Fang Knife. Apply Bleed 3. If this is the only card you play this turn, gain +2 block.","['Quick', 'Precise', 'Harvest', 'Attack']",3,2,{'Bleed': 3},Any valid target,stance,Fang Knife,CAT FANG KNIFE,53,3d6d3346e0ad,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,,,,,,,,,,,,,
Fang Knife,CAT FANG KNIFE,weapon,weapon,dagger,early,uncommon,fangKnifeTechnique,Fang Knife — Technique,2,skill,Expose a fragile weak point; next knife attack gains +2 break damage. Also gain 3 block. Cleanse Panic 1.,"Expose a fragile weak point; next knife attack gains +2 break damage. Gain 3 block. If this is the only card you play this turn, gain +2 block. After resolving, cleanse Panic 1 from yourself.","['Quick', 'Precise', 'Harvest', 'Setup']",,,{},,stance+cleansePanic,Fang Knife,CAT FANG KNIFE,53,1e382b1dd748,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,3,True,False,,,,,,,,,,,True,,,,,,,,,,,,
Fang Knife,CAT FANG KNIFE,weapon,weapon,dagger,early,uncommon,fangKnifePayoff,Fang Knife — Payoff,2,attack,"Deal 4 damage and 3 break damage. If this breaks a weak point, resolve Bleed 2 and the stance rider.","Deal 4 damage and 3 break damage. If the weak point breaks, apply Bleed 2 and resolve: If this is the only card you play this turn, gain +2 block.","['Quick', 'Precise', 'Harvest', 'Payoff', 'WeakPoint']",4,3,{'Bleed': 2},Any valid target,stance,Fang Knife,CAT FANG KNIFE,53,3c8963638f55,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,bleedStatus,Status Stack,Status tokens,"Repeat hits, low-cost attacks and status riders.","Stack Bleed, Poison, Burn, Shock or Snared until the quarry buckles under pressure.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Catgut Bow,CAT GUT BOW,weapon,weapon,bow,early,uncommon,catgutBowOpeningStrike,Catgut Bow — Opening Strike,1,attack,Deal 2 damage. Apply Bleed 1. Gain Guarded 1 if first card this turn.,"Deal 2 damage with Catgut Bow. Apply Bleed 1. If played after blocking, your next Counter gains +2 damage. If this is your first card this turn, gain Guarded 1.","['Ranged', 'Marking', 'Precise', 'Attack']",2,1,"{'Bleed': 1, 'Guarded': 1}",Any valid target,counterReady+firstCardGuarded,Catgut Bow,CAT GUT BOW,54,1ea8cf050e3b,White Lion,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,,,,,,,,,,,True,,,,,,,,,,,,
Catgut Bow,CAT GUT BOW,weapon,weapon,bow,early,uncommon,catgutBowTechnique,Catgut Bow — Technique,1,skill,"Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Also gain 1 block.","Mark a wing, eye or distant weak point; ranged attacks ignore Guarded 1. Gain 1 block. If played after blocking, your next Counter gains +2 damage.","['Ranged', 'Marking', 'Precise', 'Setup']",,,,,counterReady,Catgut Bow,CAT GUT BOW,54,cc7e358eb9e0,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,1,True,False,,,,,,,,,,,,,,,,,,,,,,,
Catgut Bow,CAT GUT BOW,weapon,weapon,bow,early,uncommon,catgutBowPayoff,Catgut Bow — Payoff,2,attack,"Deal 6 damage and 2 break damage. If this breaks a weak point, resolve Bleed 1 and the counterReady rider.","Deal 6 damage and 2 break damage. If the weak point breaks, apply Bleed 1 and resolve: If played after blocking, your next Counter gains +2 damage.","['Ranged', 'Marking', 'Precise', 'Payoff', 'WeakPoint']",6,2,{'Bleed': 1},Any valid target,counterReady,Catgut Bow,CAT GUT BOW,54,93bfbd336d08,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,red,Red,equipment,paleHuntLion,Pale Hunt Lion,rangedControl,Ranged Control,Marked / positioning / pinning,"Ranged attacks that ignore guard, break weak points or improve follow-up hits.","Mark, pin or soften the quarry from a distance before committing.",True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,,,,"{'countsAsCounter': False, 'firstCounterFree': False}",,,,,,,,,,,,,,,,,,,,,,
Century Greaves,CENTURY GREAVES,legs,legs,armor,mid,uncommon,centuryGreavesBrace,Century Greaves — Brace,1,skill,"Gain 6 block and Guarded 2. If hit before your next turn, reduce Shock or Panic by 1.","Gain 6 block and Guarded 2. If the next monster hit lands before your next turn, reduce Shock or Panic by 1 after damage. If you have no Bleed, Poison or Burn, add +1 to all listed values.","['Defensive', 'Party', 'WoundCare']",,,,,cleanHands,Century Greaves,CENTURY GREAVES,55,c42d40e1ff87,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,6,,,,,,,,,,,,,,,Shock,,,2,['Rolling Armour'],,,,,,
Century Greaves,CENTURY GREAVES,legs,legs,armor,mid,uncommon,centuryGreavesFittedPlate,Century Greaves — Fitted Plate,2,reaction,"After damage is previewed, prevent 8 damage. Then give the next ally Guarded 2. Gain Guarded 1 if first card this turn.","After incoming damage is previewed, prevent 8 damage with the legs slot. Then the next ally gains Guarded 2. If you have no Bleed, Poison or Burn, add +1 to all listed values. If this is your first card this turn, gain Guarded 1.","['Defensive', 'Party', 'WoundCare', 'Reaction']",,,{'Guarded': 1},,cleanHands+firstCardGuarded,Century Greaves,CENTURY GREAVES,55,8046fcf35bbd,,True,Effect resolves against the current combat target; it never requires fighting a specific quarry.,blue,Blue,equipment,chitinCrusader,Chitin Crusader,,,,,,True,1,3,2,survivorId:gearInstanceId:cardId,Gain practice when this card is successfully played while its item instance is equipped.,3 successful plays + 1 matching/generic resource.,6 total successful plays + 1 rare/matching quarry resource or 2 generic resources.,Runtime deck may include 1–3 copies of this card from one equipped item instance; never more than 3 from that item.,PASS: card can be trained up to 3 copies from one item instance.,8,,,,,,,,,,,2,,True,,,,,,['Rolling Armour'],,,,,,
